stream,topic,sender-id,timestamp,keyword-?,message-word-count,afinn-sentiment,trust,surprise,joy,positive,negative,anticipation,anger,sadness,fear
data-science,the viz landscape,139190,1586633193,false,74,-3,10,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586633331,false,91,7,10,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586633424,true,5,0,0,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586633456,false,7,0,1,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586633485,false,18,0,3,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586633735,false,15,0,1,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586633942,false,118,-1,10,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586633970,true,11,0,2,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586634232,false,67,3,5,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586634420,false,60,1,7,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586634457,true,36,1,7,0,0,0,0,0,0,0,0
data-science,the viz landscape,139190,1586660133,false,241,12,31,1,0,0,0,0,0,0,0
data-science,the viz landscape,138175,1586665655,false,84,13,11,0,0,0,0,0,0,0,0
data-science,the viz landscape,138175,1586666294,true,132,18,16,1,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586673273,false,10,-2,0,0,0,0,0,0,0,0,0
data-science,libpython-clj,200665,1586704814,false,690,10,96,3,0,0,0,0,0,0,0
data-science,libpython-clj,138603,1586731009,false,44,4,8,0,0,0,0,0,0,0,0
data-science,libpython-clj,200665,1586795711,false,79,17,13,0,0,0,0,0,0,0,0
data-science,libpython-clj,138175,1586799002,false,1,0,0,0,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586811184,false,93,-1,20,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586811482,true,28,1,6,0,0,0,0,0,0,0,0
data-science,the viz landscape,138175,1586811582,true,26,4,6,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586811585,true,29,4,5,0,0,0,0,0,0,0,0
data-science,the viz landscape,138175,1586815016,false,93,6,16,1,0,0,0,0,0,0,0
data-science,pairing,138175,1586816411,true,310,34,54,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586823047,false,88,-2,12,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586823114,false,35,0,6,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586823435,false,44,3,6,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,209249,1586853411,false,51,1,10,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586874323,false,56,-3,7,1,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586875397,false,19,0,2,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,209249,1586882377,false,33,-1,6,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586882672,false,13,0,0,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,200665,1586894077,false,19,-1,0,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586894620,false,11,-2,2,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,201134,1586894632,false,11,2,2,0,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586894684,true,69,1,12,1,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586894781,false,18,0,4,0,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586894796,true,58,4,8,0,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586894904,false,63,6,14,1,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586894963,false,34,4,6,0,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586895222,false,117,8,19,1,0,0,0,0,0,0,0
data-science,the viz landscape,200711,1586895292,false,67,7,9,0,0,0,0,0,0,0,0
data-science,the viz landscape,273949,1586895374,false,7,0,1,0,0,0,0,0,0,0,0
data-science,one year ago,138175,1586896506,true,75,10,12,1,0,0,0,0,0,0,0
data-science,malli,138175,1587017213,true,21,6,4,1,0,0,0,0,0,0,0
data-science,learning from R,138175,1587022709,false,56,4,8,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,209249,1587043975,false,23,0,6,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,256450,1587050857,true,229,7,30,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587052694,false,1,0,0,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587052737,false,1,0,0,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587053170,false,5,-3,1,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587058746,false,1716,4,30,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587058782,false,27,0,1,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587058918,false,24,2,1,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587059167,false,22,0,6,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587059271,false,22,-1,6,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,256450,1587064213,false,34,2,5,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587064377,false,740,3,8,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587064432,false,24,0,3,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587064682,false,40,2,7,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587070455,false,63,-4,12,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587072316,false,101,2,10,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587072339,false,28,0,0,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587072364,false,15,0,4,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587073837,true,29,6,5,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587074057,false,533,0,24,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587074215,false,77,7,12,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587074414,false,79,1,20,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587074478,false,31,-2,4,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587074503,false,1,0,0,0,0,0,0,0,0,0,0
data-science,PyCaret,138175,1587105701,false,1,0,0,0,0,0,0,0,0,0,0
data-science,PyCaret,139453,1587118478,true,6,0,1,0,0,0,0,0,0,0,0
data-science,PyCaret,138175,1587123133,false,46,1,7,0,0,0,0,0,0,0,0
data-science,PyCaret,138175,1587123145,false,8,2,1,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,256450,1587128459,true,32,9,6,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,201134,1587129223,false,646,32,153,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,209249,1587199357,false,834,4,7,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,138175,1587202271,false,1,0,0,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,214379,1587221911,true,52,9,8,1,0,0,0,0,0,0,0
data-science,rendering charts in notespace,138175,1587222598,false,83,3,14,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,214379,1587222676,false,12,1,0,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,138175,1587222700,false,36,1,3,0,0,0,0,0,0,0,0
data-science,rendering charts in notespace,138175,1587222732,false,17,0,3,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587226319,true,280,2,10,1,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587226446,false,1,0,0,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587227470,true,19,0,4,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587227577,false,47,-1,9,0,0,0,0,0,0,0,0
data-science,Code Analysis,245832,1587238913,false,87,7,14,0,0,0,0,0,0,0,0
data-science,Code Analysis,245832,1587239085,true,23,0,3,0,0,0,0,0,0,0,0
data-science,tutorials,138175,1587240662,true,38,0,7,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,259179,1587280721,false,262,3,17,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,209249,1587292255,true,10,0,0,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,259179,1587293371,false,24,1,5,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,259179,1587294131,false,23,0,6,0,0,0,0,0,0,0,0
data-science,Code Analysis,203389,1587295555,false,8,2,2,0,0,0,0,0,0,0,0
data-science,Code Analysis,203389,1587295725,false,29,0,6,0,0,0,0,0,0,0,0
data-science,Code Analysis,203389,1587295821,false,14,1,1,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,273949,1587296577,true,85,2,17,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587297372,false,17,2,3,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587305826,false,38,-6,4,3,0,0,0,0,0,0,0
data-science,tech.ml.dataset,273949,1587307732,false,4,0,0,0,0,0,0,0,0,0,0
data-science,labelled-scatter-plot-Q,256450,1587308810,true,224,4,16,0,0,0,0,0,0,0,0
data-science,labelled-scatter-plot-Q,138175,1587308890,true,3,0,0,0,0,0,0,0,0,0,0
data-science,labelled-scatter-plot-Q,200665,1587309586,false,29,-3,3,0,0,0,0,0,0,0,0
data-science,labelled-scatter-plot-Q,138175,1587309645,false,1,0,0,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310092,false,30,3,2,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310132,false,36,0,1,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310165,false,12,1,4,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310235,false,16,0,3,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310251,false,7,0,2,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,138175,1587310278,false,1,0,0,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310307,false,23,0,7,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310448,false,16,0,3,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587310475,false,15,0,0,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587313470,false,12,1,3,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587313586,false,24,1,4,0,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,245832,1587313612,false,20,1,3,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,209249,1587317394,false,113,3,8,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,200665,1587317629,true,14,0,3,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587318128,false,590,3,88,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587318244,false,1,0,0,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587322495,true,78,2,15,1,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587322780,false,22,1,4,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587322820,false,22,4,5,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587322879,false,1,0,0,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,138175,1587325483,true,120,13,20,2,0,0,0,0,0,0,0
data-science,Tech.ml Vega in pinkgorilla,138175,1587325516,false,7,0,2,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587325573,false,57,2,8,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587325686,true,6,2,0,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587326220,false,28,0,7,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587326251,false,11,0,3,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,200665,1587326274,false,22,2,3,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,209249,1587326349,false,26,0,7,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,200665,1587326370,false,6,4,2,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,200665,1587326453,true,10,0,3,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,200665,1587326485,false,19,1,2,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,138175,1587326526,false,12,-1,2,0,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,209249,1587326592,false,13,1,4,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326684,false,29,-1,3,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326742,false,26,3,5,1,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326800,false,32,0,7,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326856,false,8,0,1,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326886,false,10,0,2,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326930,false,7,0,1,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587326954,false,8,1,3,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,138175,1587327634,false,41,4,5,1,0,0,0,0,0,0,0
data-science,#beginnerQ: better clojure-thinking to impl alg on Matrices?,200665,1587327986,false,356,-1,28,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587328342,false,5,0,0,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587328351,false,10,3,0,1,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,245832,1587328402,false,17,1,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587335537,true,837,16,77,1,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587335730,false,35,4,7,0,0,0,0,0,0,0,0
data-science,gorilla-renderable-ui grammar,273949,1587365667,true,73,10,14,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587389477,true,997,24,116,3,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587393255,false,1,4,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587393618,true,93,0,13,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394045,false,184,8,40,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587394051,true,41,3,6,1,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394131,false,24,0,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394238,false,49,2,12,1,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587394292,true,30,2,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394345,false,11,0,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587394378,false,14,0,1,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394380,false,30,3,7,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394418,false,24,0,7,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587394428,false,1,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394435,false,11,1,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394552,false,16,0,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587394885,false,45,2,6,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587394933,false,11,6,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587395031,false,43,0,15,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587395088,false,51,2,8,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395253,true,27,-3,6,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587395372,false,67,0,14,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395484,true,34,0,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587395639,false,212,6,41,1,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395660,true,14,-2,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395692,false,4,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395719,false,8,0,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395738,false,12,0,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395743,false,5,0,1,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395836,false,9,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395853,false,9,1,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395878,false,14,0,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395893,false,11,0,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395912,false,5,-2,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587395955,false,30,0,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587396096,true,7,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396198,false,48,0,8,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587396294,false,45,2,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396300,false,52,7,10,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396367,false,35,1,6,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396401,false,34,0,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587396464,false,2,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587396491,true,17,0,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396526,false,7,2,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587396526,true,14,0,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587396540,false,3,0,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587396589,true,70,-5,14,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396644,false,57,2,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396788,false,99,-4,14,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587396838,true,62,1,11,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587396878,true,56,-3,13,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396880,false,24,0,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587396920,true,58,2,8,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587396963,false,11,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587397039,false,31,2,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587397063,false,23,0,6,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587397079,false,15,2,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587397124,true,50,6,5,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587397233,true,92,1,18,1,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587397267,false,2,2,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587397395,false,46,1,7,0,0,0,0,0,0,0,0
data-science,incanter fork,138175,1587397542,true,122,11,25,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587397787,true,30,0,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,245832,1587398005,false,2,2,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587398097,false,15,3,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,201134,1587398494,false,18,2,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,209249,1587398617,true,23,1,2,0,0,0,0,0,0,0,0
data-science,incanter fork,209249,1587398696,false,18,2,4,0,0,0,0,0,0,0,0
data-science,incanter fork,201134,1587398731,false,12,0,2,0,0,0,0,0,0,0,0
data-science,incanter fork,201134,1587398758,false,16,0,4,0,0,0,0,0,0,0,0
data-science,incanter fork,209249,1587398990,false,91,7,16,0,0,0,0,0,0,0,0
data-science,incanter fork,209249,1587399015,false,33,0,7,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587399333,false,65,5,14,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587401673,false,106,3,16,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587402165,true,8,0,1,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587402550,false,45,5,9,0,0,0,0,0,0,0,0
data-science,incanter fork,200665,1587404503,true,406,9,78,2,0,0,0,0,0,0,0
data-science,incanter fork,201134,1587405501,false,151,2,34,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587406587,false,18,5,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587406678,false,22,1,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587406912,false,31,3,4,0,0,0,0,0,0,0,0
data-science,incanter fork,273949,1587407353,false,85,7,20,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587407378,true,27,-2,6,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587407461,false,22,6,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587409114,false,104,7,15,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587409729,true,34,0,3,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587409842,false,28,0,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587409854,false,1,0,0,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587409859,false,12,3,2,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,138175,1587410044,true,58,0,4,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587410101,false,30,3,5,0,0,0,0,0,0,0,0
data-science,datasets of strange shapes,200665,1587410157,false,22,0,5,0,0,0,0,0,0,0,0
data-science,tech.ml.dataset,201134,1587415146,false,266,15,61,1,0,0,0,0,1,0,0
data-science,tech.ml.dataset,200665,1587417641,false,368,15,63,1,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587423278,false,10,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587423304,false,4,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587423442,false,11,0,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587423668,false,64,1,17,0,0,0,0,0,0,0,0
data-science,libpython-clj,245832,1587436719,true,137,-1,24,1,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,138175,1587445226,true,45,0,11,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445243,false,1,1,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445268,false,7,0,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445283,false,4,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445300,false,9,-3,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445334,false,6,2,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445440,false,7,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445472,false,11,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445493,false,11,0,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445540,false,21,0,6,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587445574,false,16,0,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446094,false,15,-1,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446106,false,9,1,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446121,false,7,0,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446156,false,18,5,4,1,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446479,false,29,0,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587446516,false,12,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587449623,true,19,0,6,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449745,false,5,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587449775,false,7,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449788,false,13,0,3,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449832,false,22,2,7,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449891,false,18,1,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587449928,false,7,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587449950,true,2,0,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449951,false,10,0,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587449978,false,15,-2,2,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587450000,false,6,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587450011,false,3,1,0,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587450032,false,14,0,6,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,273949,1587450048,true,5,0,1,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587450062,false,14,0,4,0,0,0,0,0,0,0,0
data-science,meeting: standard datavis format,245832,1587450075,false,3,-1,1,0,0,0,0,0,0,0,0
data-science,malli,284373,1587454025,false,14,-1,3,0,0,0,0,0,0,0,0
